Freq.,Vvo/Vv1
2.57039578276881e+003,-5.50009799712577e+001,1.76502268199918e+002
2.57632115700252e+003,-5.49595948213447e+001,1.76493929308879e+002
2.58226019063454e+003,-5.49182031667077e+001,1.76485569235565e+002
2.58821291515303e+003,-5.48768049762761e+001,1.76477187917002e+002
2.59417936211876e+003,-5.48354002188259e+001,1.76468785289969e+002
2.60015956316521e+003,-5.47939888629788e+001,1.76460361290992e+002
2.60615354999884e+003,-5.47525708772019e+001,1.76451915856342e+002
2.61216135439915e+003,-5.47111462298061e+001,1.76443448922041e+002
2.61818300821893e+003,-5.46697148889460e+001,1.76434960423850e+002
2.62421854338438e+003,-5.46282768226187e+001,1.76426450297278e+002
2.63026799189532e+003,-5.45868319986630e+001,1.76417918477571e+002
2.63633138582532e+003,-5.45453803847588e+001,1.76409364899720e+002
2.64240875732189e+003,-5.45039219484260e+001,1.76400789498450e+002
2.64850013860664e+003,-5.44624566570236e+001,1.76392192208227e+002
2.65460556197548e+003,-5.44209844777493e+001,1.76383572963251e+002
2.66072505979875e+003,-5.43795053776382e+001,1.76374931697456e+002
2.66685866452142e+003,-5.43380193235621e+001,1.76366268344510e+002
2.67300640866325e+003,-5.42965262822287e+001,1.76357582837811e+002
2.67916832481897e+003,-5.42550262201806e+001,1.76348875110488e+002
2.68534444565845e+003,-5.42135191037945e+001,1.76340145095399e+002
2.69153480392685e+003,-5.41720048992804e+001,1.76331392725125e+002
2.69773943244486e+003,-5.41304835726806e+001,1.76322617931976e+002
2.70395836410878e+003,-5.40889550898690e+001,1.76313820647984e+002
2.71019163189078e+003,-5.40474194165497e+001,1.76305000804904e+002
2.71643926883902e+003,-5.40058765182569e+001,1.76296158334210e+002
2.72270130807785e+003,-5.39643263603533e+001,1.76287293167096e+002
2.72897778280798e+003,-5.39227689080295e+001,1.76278405234472e+002
2.73526872630665e+003,-5.38812041263032e+001,1.76269494466965e+002
2.74157417192782e+003,-5.38396319800179e+001,1.76260560794916e+002
2.74789415310233e+003,-5.37980524338424e+001,1.76251604148376e+002
2.75422870333810e+003,-5.37564654522696e+001,1.76242624457111e+002
2.76057785622028e+003,-5.37148709996155e+001,1.76233621650592e+002
2.76694164541145e+003,-5.36732690400188e+001,1.76224595658000e+002
2.77332010465178e+003,-5.36316595374391e+001,1.76215546408219e+002
2.77971326775922e+003,-5.35900424556567e+001,1.76206473829839e+002
2.78612116862970e+003,-5.35484177582711e+001,1.76197377851153e+002
2.79254384123727e+003,-5.35067854087007e+001,1.76188258400152e+002
2.79898131963430e+003,-5.34651453701809e+001,1.76179115404528e+002
2.80543363795165e+003,-5.34234976057641e+001,1.76169948791668e+002
2.81190083039887e+003,-5.33818420783180e+001,1.76160758488656e+002
2.81838293126439e+003,-5.33401787505249e+001,1.76151544422269e+002
2.82487997491564e+003,-5.32985075848808e+001,1.76142306518975e+002
2.83139199579931e+003,-5.32568285436941e+001,1.76133044704933e+002
2.83791902844149e+003,-5.32151415890850e+001,1.76123758905989e+002
2.84446110744785e+003,-5.31734466829841e+001,1.76114449047676e+002
2.85101826750384e+003,-5.31317437871318e+001,1.76105115055210e+002
2.85759054337488e+003,-5.30900328630767e+001,1.76095756853492e+002
2.86417796990651e+003,-5.30483138721751e+001,1.76086374367101e+002
2.87078058202462e+003,-5.30065867755899e+001,1.76076967520297e+002
2.87739841473560e+003,-5.29648515342893e+001,1.76067536237015e+002
2.88403150312654e+003,-5.29231081090457e+001,1.76058080440867e+002
2.89067988236540e+003,-5.28813564604352e+001,1.76048600055135e+002
2.89734358770125e+003,-5.28395965488359e+001,1.76039095002775e+002
2.90402265446438e+003,-5.27978283344273e+001,1.76029565206411e+002
2.91071711806653e+003,-5.27560517771890e+001,1.76020010588333e+002
2.91742701400109e+003,-5.27142668368995e+001,1.76010431070498e+002
2.92415237784326e+003,-5.26724734731355e+001,1.76000826574526e+002
2.93089324525025e+003,-5.26306716452705e+001,1.75991197021696e+002
2.93764965196146e+003,-5.25888613124738e+001,1.75981542332948e+002
2.94442163379869e+003,-5.25470424337092e+001,1.75971862428880e+002
2.95120922666631e+003,-5.25052149677344e+001,1.75962157229741e+002
2.95801246655147e+003,-5.24633788730994e+001,1.75952426655437e+002
2.96483138952427e+003,-5.24215341081454e+001,1.75942670625524e+002
2.97166603173795e+003,-5.23796806310041e+001,1.75932889059204e+002
2.97851642942911e+003,-5.23378183995959e+001,1.75923081875329e+002
2.98538261891788e+003,-5.22959473716295e+001,1.75913248992392e+002
2.99226463660811e+003,-5.22540675045999e+001,1.75903390328533e+002
2.99916251898757e+003,-5.22121787557882e+001,1.75893505801526e+002
3.00607630262815e+003,-5.21702810822596e+001,1.75883595328788e+002
3.01300602418604e+003,-5.21283744408626e+001,1.75873658827370e+002
3.01995172040194e+003,-5.20864587882278e+001,1.75863696213955e+002
3.02691342810123e+003,-5.20445340807669e+001,1.75853707404859e+002
3.03389118419419e+003,-5.20026002746710e+001,1.75843692316026e+002
3.04088502567620e+003,-5.19606573259098e+001,1.75833650863027e+002
3.04789498962790e+003,-5.19187051902304e+001,1.75823582961058e+002
3.05492111321543e+003,-5.18767438231558e+001,1.75813488524935e+002
3.06196343369060e+003,-5.18347731799838e+001,1.75803367469096e+002
3.06902198839108e+003,-5.17927932157860e+001,1.75793219707595e+002
3.07609681474063e+003,-5.17508038854063e+001,1.75783045154102e+002
3.08318795024927e+003,-5.17088051434597e+001,1.75772843721899e+002
3.09029543251351e+003,-5.16667969443309e+001,1.75762615323877e+002
3.09741929921650e+003,-5.16247792421734e+001,1.75752359872538e+002
3.10455958812827e+003,-5.15827519909080e+001,1.75742077279986e+002
3.11171633710594e+003,-5.15407151442215e+001,1.75731767457929e+002
3.11888958409385e+003,-5.14986686555655e+001,1.75721430317677e+002
3.12607936712387e+003,-5.14566124781550e+001,1.75711065770135e+002
3.13328572431550e+003,-5.14145465649671e+001,1.75700673725806e+002
3.14050869387613e+003,-5.13724708687400e+001,1.75690254094785e+002
3.14774831410123e+003,-5.13303853419711e+001,1.75679806786756e+002
3.15500462337454e+003,-5.12882899369162e+001,1.75669331710992e+002
3.16227766016829e+003,-5.12461846055880e+001,1.75658828776351e+002
3.16956746304341e+003,-5.12040692997546e+001,1.75648297891274e+002
3.17687407064968e+003,-5.11619439709382e+001,1.75637738963781e+002
3.18419752172604e+003,-5.11198085704140e+001,1.75627151901468e+002
3.19153785510067e+003,-5.10776630492085e+001,1.75616536611509e+002
3.19889510969131e+003,-5.10355073580983e+001,1.75605893000646e+002
3.20626932450538e+003,-5.09933414476085e+001,1.75595220975192e+002
3.21366053864023e+003,-5.09511652680118e+001,1.75584520441027e+002
3.22106879128335e+003,-5.09089787693265e+001,1.75573791303594e+002
3.22849412171255e+003,-5.08667819013154e+001,1.75563033467895e+002
3.23593656929619e+003,-5.08245746134843e+001,1.75552246838492e+002
3.24339617349340e+003,-5.07823568550807e+001,1.75541431319502e+002
3.25087297385425e+003,-5.07401285750921e+001,1.75530586814594e+002
3.25836701002000e+003,-5.06978897222449e+001,1.75519713226986e+002
3.26587832172327e+003,-5.06556402450024e+001,1.75508810459443e+002
3.27340694878829e+003,-5.06133800915641e+001,1.75497878414273e+002
3.28095293113110e+003,-5.05711092098634e+001,1.75486916993325e+002
3.28851630875974e+003,-5.05288275475668e+001,1.75475926097985e+002
3.29609712177449e+003,-5.04865350520720e+001,1.75464905629176e+002
3.30369541036806e+003,-5.04442316705063e+001,1.75453855487351e+002
3.31131121482582e+003,-5.04019173497257e+001,1.75442775572489e+002
3.31894457552601e+003,-5.03595920363126e+001,1.75431665784100e+002
3.32659553293995e+003,-5.03172556765747e+001,1.75420526021212e+002
3.33426412763226e+003,-5.02749082165435e+001,1.75409356182375e+002
3.34195040026105e+003,-5.02325496019724e+001,1.75398156165653e+002
3.34965439157818e+003,-5.01901797783356e+001,1.75386925868625e+002
3.35737614242945e+003,-5.01477986908261e+001,1.75375665188378e+002
3.36511569375481e+003,-5.01054062843544e+001,1.75364374021507e+002
3.37287308658860e+003,-5.00630025035467e+001,1.75353052264110e+002
3.38064836205972e+003,-5.00205872927434e+001,1.75341699811785e+002
3.38844156139193e+003,-4.99781605959974e+001,1.75330316559626e+002
3.39625272590399e+003,-4.99357223570728e+001,1.75318902402223e+002
3.40408189700991e+003,-4.98932725194427e+001,1.75307457233653e+002
3.41192911621919e+003,-4.98508110262880e+001,1.75295980947481e+002
3.41979442513699e+003,-4.98083378204956e+001,1.75284473436756e+002
3.42767786546441e+003,-4.97658528446567e+001,1.75272934594006e+002
3.43557947899865e+003,-4.97233560410651e+001,1.75261364311236e+002
3.44349930763329e+003,-4.96808473517155e+001,1.75249762479923e+002
3.45143739335846e+003,-4.96383267183021e+001,1.75238128991015e+002
3.45939377826112e+003,-4.95957940822163e+001,1.75226463734924e+002
3.46736850452522e+003,-4.95532493845455e+001,1.75214766601527e+002
3.47536161443196e+003,-4.95106925660712e+001,1.75203037480156e+002
3.48337315036002e+003,-4.94681235672670e+001,1.75191276259600e+002
3.49140315478576e+003,-4.94255423282972e+001,1.75179482828101e+002
3.49945167028347e+003,-4.93829487890150e+001,1.75167657073345e+002
3.50751873952558e+003,-4.93403428889604e+001,1.75155798882466e+002
3.51560440528288e+003,-4.92977245673587e+001,1.75143908142034e+002
3.52370871042477e+003,-4.92550937631185e+001,1.75131984738059e+002
3.53183169791947e+003,-4.92124504148302e+001,1.75120028555982e+002
3.53997341083424e+003,-4.91697944607637e+001,1.75108039480673e+002
3.54813389233565e+003,-4.91271258388670e+001,1.75096017396425e+002
3.55631318568975e+003,-4.90844444867639e+001,1.75083962186956e+002
3.56451133426234e+003,-4.90417503417527e+001,1.75071873735397e+002
3.57272838151918e+003,-4.89990433408038e+001,1.75059751924294e+002
3.58096437102626e+003,-4.89563234205581e+001,1.75047596635601e+002
3.58921934644995e+003,-4.89135905173248e+001,1.75035407750678e+002
3.59749335155732e+003,-4.88708445670799e+001,1.75023185150285e+002
3.60578643021632e+003,-4.88280855054641e+001,1.75010928714579e+002
3.61409862639603e+003,-4.87853132677806e+001,1.74998638323110e+002
3.62242998416688e+003,-4.87425277889935e+001,1.74986313854814e+002
3.63078054770091e+003,-4.86997290037255e+001,1.74973955188014e+002
3.63915036127196e+003,-4.86569168462563e+001,1.74961562200413e+002
3.64753946925597e+003,-4.86140912505204e+001,1.74949134769086e+002
3.65594791613114e+003,-4.85712521501049e+001,1.74936672770483e+002
3.66437574647822e+003,-4.85283994782478e+001,1.74924176080420e+002
3.67282300498074e+003,-4.84855331678358e+001,1.74911644574074e+002
3.68128973642520e+003,-4.84426531514023e+001,1.74899078125980e+002
3.68977598570139e+003,-4.83997593611253e+001,1.74886476610030e+002
3.69828179780255e+003,-4.83568517288254e+001,1.74873839899460e+002
3.70680721782565e+003,-4.83139301859634e+001,1.74861167866854e+002
3.71535229097161e+003,-4.82709946636386e+001,1.74848460384135e+002
3.72391706254557e+003,-4.82280450925867e+001,1.74835717322561e+002
3.73250157795709e+003,-4.81850814031770e+001,1.74822938552719e+002
3.74110588272042e+003,-4.81421035254112e+001,1.74810123944525e+002
3.74973002245472e+003,-4.80991113889204e+001,1.74797273367213e+002
3.75837404288433e+003,-4.80561049229635e+001,1.74784386689335e+002
3.76703798983897e+003,-4.80130840564247e+001,1.74771463778754e+002
3.77572190925404e+003,-4.79700487178112e+001,1.74758504502640e+002
3.78442584717082e+003,-4.79269988352515e+001,1.74745508727463e+002
3.79314984973670e+003,-4.78839343364925e+001,1.74732476318992e+002
3.80189396320550e+003,-4.78408551488976e+001,1.74719407142284e+002
3.81065823393761e+003,-4.77977611994444e+001,1.74706301061688e+002
3.81944270840035e+003,-4.77546524147225e+001,1.74693157940828e+002
3.82824743316811e+003,-4.77115287209309e+001,1.74679977642610e+002
3.83707245492267e+003,-4.76683900438759e+001,1.74666760029208e+002
3.84591782045342e+003,-4.76252363089687e+001,1.74653504962061e+002
3.85478357665760e+003,-4.75820674412233e+001,1.74640212301873e+002
3.86366977054057e+003,-4.75388833652534e+001,1.74626881908598e+002
3.87257644921605e+003,-4.74956840052711e+001,1.74613513641443e+002
3.88150365990636e+003,-4.74524692850835e+001,1.74600107358860e+002
3.89045144994268e+003,-4.74092391280909e+001,1.74586662918537e+002
3.89941986676531e+003,-4.73659934572841e+001,1.74573180177398e+002
3.90840895792390e+003,-4.73227321952419e+001,1.74559658991595e+002
3.91741877107771e+003,-4.72794552641289e+001,1.74546099216500e+002
3.92644935399587e+003,-4.72361625856928e+001,1.74532500706704e+002
3.93550075455765e+003,-4.71928540812619e+001,1.74518863316008e+002
3.94457302075266e+003,-4.71495296717427e+001,1.74505186897419e+002
3.95366620068115e+003,-4.71061892776172e+001,1.74491471303141e+002
3.96278034255427e+003,-4.70628328189404e+001,1.74477716384574e+002
3.97191549469428e+003,-4.70194602153378e+001,1.74463921992304e+002
3.98107170553485e+003,-4.69760713860029e+001,1.74450087976100e+002
3.99024902362129e+003,-4.69326662496942e+001,1.74436214184905e+002
3.99944749761085e+003,-4.68892447247330e+001,1.74422300466833e+002
4.00866717627290e+003,-4.68458067290003e+001,1.74408346669159e+002
4.01790810848927e+003,-4.68023521799347e+001,1.74394352638318e+002
4.02717034325446e+003,-4.67588809945293e+001,1.74380318219894e+002
4.03645392967592e+003,-4.67153930893289e+001,1.74366243258617e+002
4.04575891697430e+003,-4.66718883804278e+001,1.74352127598353e+002
4.05508535448371e+003,-4.66283667834665e+001,1.74337971082101e+002
4.06443329165200e+003,-4.65848282136292e+001,1.74323773551987e+002
4.07380277804099e+003,-4.65412725856410e+001,1.74309534849253e+002
4.08319386332679e+003,-4.64976998137650e+001,1.74295254814255e+002
4.09260659729998e+003,-4.64541098117997e+001,1.74280933286454e+002
4.10204102986593e+003,-4.64105024930758e+001,1.74266570104410e+002
4.11149721104509e+003,-4.63668777704537e+001,1.74252165105775e+002
4.12097519097317e+003,-4.63232355563202e+001,1.74237718127286e+002
4.13047501990148e+003,-4.62795757625862e+001,1.74223229004757e+002
4.13999674819717e+003,-4.62358983006831e+001,1.74208697573077e+002
4.14954042634349e+003,-4.61922030815602e+001,1.74194123666197e+002
4.15910610494009e+003,-4.61484900156819e+001,1.74179507117124e+002
4.16869383470322e+003,-4.61047590130241e+001,1.74164847757917e+002
4.17830366646608e+003,-4.60610099830719e+001,1.74150145419678e+002
4.18793565117905e+003,-4.60172428348161e+001,1.74135399932543e+002
4.19758983990994e+003,-4.59734574767504e+001,1.74120611125678e+002
4.20726628384430e+003,-4.59296538168679e+001,1.74105778827268e+002
4.21696503428568e+003,-4.58858317626585e+001,1.74090902864513e+002
4.22668614265589e+003,-4.58419912211057e+001,1.74075983063617e+002
4.23642966049527e+003,-4.57981320986830e+001,1.74061019249784e+002
4.24619563946299e+003,-4.57542543013512e+001,1.74046011247208e+002
4.25598413133729e+003,-4.57103577345549e+001,1.74030958879063e+002
4.26579518801578e+003,-4.56664423032197e+001,1.74015861967502e+002
4.27562886151572e+003,-4.56225079117485e+001,1.74000720333641e+002
4.28548520397425e+003,-4.55785544640182e+001,1.73985533797558e+002
4.29536426764873e+003,-4.55345818633769e+001,1.73970302178280e+002
4.30526610491696e+003,-4.54905900126403e+001,1.73955025293776e+002
4.31519076827751e+003,-4.54465788140882e+001,1.73939702960951e+002
4.32513831034994e+003,-4.54025481694612e+001,1.73924334995636e+002
4.33510878387514e+003,-4.53584979799576e+001,1.73908921212579e+002
4.34510224171557e+003,-4.53144281462297e+001,1.73893461425437e+002
4.35511873685554e+003,-4.52703385683804e+001,1.73877955446769e+002
4.36515832240151e+003,-4.52262291459598e+001,1.73862403088025e+002
4.37522105158237e+003,-4.51820997779616e+001,1.73846804159540e+002
4.38530697774971e+003,-4.51379503628197e+001,1.73831158470520e+002
4.39541615437809e+003,-4.50937807984046e+001,1.73815465829042e+002
4.40554863506538e+003,-4.50495909820197e+001,1.73799726042035e+002
4.41570447353297e+003,-4.50053808103980e+001,1.73783938915280e+002
4.42588372362611e+003,-4.49611501796982e+001,1.73768104253392e+002
4.43608643931417e+003,-4.49168989855011e+001,1.73752221859820e+002
4.44631267469093e+003,-4.48726271228060e+001,1.73736291536831e+002
4.45656248397488e+003,-4.48283344860269e+001,1.73720313085502e+002
4.46683592150948e+003,-4.47840209689888e+001,1.73704286305713e+002
4.47713304176347e+003,-4.47396864649240e+001,1.73688210996134e+002
4.48745389933117e+003,-4.46953308664681e+001,1.73672086954219e+002
4.49779854893272e+003,-4.46509540656565e+001,1.73655913976194e+002
4.50816704541445e+003,-4.46065559539200e+001,1.73639691857045e+002
4.51855944374907e+003,-4.45621364220817e+001,1.73623420390513e+002
4.52897579903605e+003,-4.45176953603523e+001,1.73607099369081e+002
4.53941616650187e+003,-4.44732326583267e+001,1.73590728583965e+002
4.54988060150033e+003,-4.44287482049796e+001,1.73574307825100e+002
4.56036915951280e+003,-4.43842418886620e+001,1.73557836881137e+002
4.57088189614859e+003,-4.43397135970967e+001,1.73541315539426e+002
4.58141886714517e+003,-4.42951632173744e+001,1.73524743586007e+002
4.59198012836852e+003,-4.42505906359497e+001,1.73508120805602e+002
4.60256573581340e+003,-4.42059957386369e+001,1.73491446981602e+002
4.61317574560363e+003,-4.41613784106056e+001,1.73474721896056e+002
4.62381021399244e+003,-4.41167385363769e+001,1.73457945329660e+002
4.63446919736272e+003,-4.40720759998190e+001,1.73441117061748e+002
4.64515275222733e+003,-4.40273906841428e+001,1.73424236870278e+002
4.65586093522942e+003,-4.39826824718979e+001,1.73407304531822e+002
4.66659380314272e+003,-4.39379512449679e+001,1.73390319821558e+002
4.67735141287181e+003,-4.38931968845663e+001,1.73373282513249e+002
4.68813382145248e+003,-4.38484192712321e+001,1.73356192379243e+002
4.69894108605199e+003,-4.38036182848253e+001,1.73339049190454e+002
4.70977326396936e+003,-4.37587938045223e+001,1.73321852716350e+002
4.72063041263574e+003,-4.37139457088117e+001,1.73304602724945e+002
4.73151258961463e+003,-4.36690738754895e+001,1.73287298982784e+002
4.74241985260228e+003,-4.36241781816546e+001,1.73269941254933e+002
4.75335225942788e+003,-4.35792585037042e+001,1.73252529304963e+002
4.76430986805398e+003,-4.35343147173294e+001,1.73235062894941e+002
4.77529273657674e+003,-4.34893466975098e+001,1.73217541785417e+002
4.78630092322621e+003,-4.34443543185098e+001,1.73199965735409e+002
4.79733448636672e+003,-4.33993374538728e+001,1.73182334502393e+002
4.80839348449711e+003,-4.33542959764172e+001,1.73164647842286e+002
4.81947797625110e+003,-4.33092297582312e+001,1.73146905509439e+002
4.83058802039755e+003,-4.32641386706680e+001,1.73129107256618e+002
4.84172367584082e+003,-4.32190225843408e+001,1.73111252834994e+002
4.85288500162103e+003,-4.31738813691179e+001,1.73093341994128e+002
4.86407205691444e+003,-4.31287148941177e+001,1.73075374481958e+002
4.87528490103368e+003,-4.30835230277040e+001,1.73057350044785e+002
4.88652359342816e+003,-4.30383056374802e+001,1.73039268427257e+002
4.89778819368428e+003,-4.29930625902848e+001,1.73021129372361e+002
4.90907876152585e+003,-4.29477937521861e+001,1.73002932621401e+002
4.92039535681433e+003,-4.29024989884768e+001,1.72984677913989e+002
4.93173803954917e+003,-4.28571781636688e+001,1.72966364988030e+002
4.94310686986817e+003,-4.28118311414885e+001,1.72947993579704e+002
4.95450190804772e+003,-4.27664577848703e+001,1.72929563423453e+002
4.96592321450317e+003,-4.27210579559526e+001,1.72911074251970e+002
4.97737084978917e+003,-4.26756315160711e+001,1.72892525796177e+002
4.98884487459993e+003,-4.26301783257544e+001,1.72873917785214e+002
5.00034534976960e+003,-4.25846982447177e+001,1.72855249946422e+002
5.01187233627253e+003,-4.25391911318579e+001,1.72836522005330e+002
5.02342589522368e+003,-4.24936568452474e+001,1.72817733685634e+002
5.03500608787886e+003,-4.24480952421289e+001,1.72798884709187e+002
5.04661297563509e+003,-4.24025061789096e+001,1.72779974795978e+002
5.05824662003095e+003,-4.23568895111553e+001,1.72761003664121e+002
5.06990708274685e+003,-4.23112450935847e+001,1.72741971029833e+002
5.08159442560541e+003,-4.22655727800639e+001,1.72722876607419e+002
5.09330871057176e+003,-4.22198724235999e+001,1.72703720109258e+002
5.10504999975387e+003,-4.21741438763351e+001,1.72684501245785e+002
5.11681835540288e+003,-4.21283869895413e+001,1.72665219725470e+002
5.12861383991345e+003,-4.20826016136135e+001,1.72645875254807e+002
5.14043651582406e+003,-4.20367875980640e+001,1.72626467538289e+002
5.15228644581737e+003,-4.19909447915161e+001,1.72606996278399e+002
5.16416369272051e+003,-4.19450730416979e+001,1.72587461175584e+002
5.17606831950548e+003,-4.18991721954364e+001,1.72567861928242e+002
5.18800038928941e+003,-4.18532420986507e+001,1.72548198232702e+002
5.19995996533496e+003,-4.18072825963463e+001,1.72528469783207e+002
5.21194711105060e+003,-4.17612935326079e+001,1.72508676271893e+002
5.22396188999100e+003,-4.17152747505936e+001,1.72488817388770e+002
5.23600436585730e+003,-4.16692260925284e+001,1.72468892821705e+002
5.24807460249752e+003,-4.16231473996969e+001,1.72448902256404e+002
5.26017266390686e+003,-4.15770385124378e+001,1.72428845376388e+002
5.27229861422802e+003,-4.15308992701363e+001,1.72408721862977e+002
5.28445251775160e+003,-4.14847295112176e+001,1.72388531395267e+002
5.29663443891637e+003,-4.14385290731406e+001,1.72368273650114e+002
5.30884444230968e+003,-4.13922977923903e+001,1.72347948302110e+002
5.32108259266774e+003,-4.13460355044715e+001,1.72327555023564e+002
5.33334895487600e+003,-4.12997420439017e+001,1.72307093484481e+002
5.34564359396951e+003,-4.12534172442037e+001,1.72286563352542e+002
5.35796657513321e+003,-4.12070609378989e+001,1.72265964293081e+002
5.37031796370232e+003,-4.11606729565003e+001,1.72245295969064e+002
5.38269782516267e+003,-4.11142531305047e+001,1.72224558041067e+002
5.39510622515107e+003,-4.10678012893860e+001,1.72203750167257e+002
5.40754322945560e+003,-4.10213172615875e+001,1.72182872003364e+002
5.42000890401603e+003,-4.09748008745149e+001,1.72161923202665e+002
5.43250331492412e+003,-4.09282519545283e+001,1.72140903415958e+002
5.44502652842400e+003,-4.08816703269351e+001,1.72119812291536e+002
5.45757861091249e+003,-4.08350558159823e+001,1.72098649475172e+002
5.47015962893950e+003,-4.07884082448486e+001,1.72077414610087e+002
5.48276964920832e+003,-4.07417274356372e+001,1.72056107336931e+002
5.49540873857603e+003,-4.06950132093673e+001,1.72034727293759e+002
5.50807696405382e+003,-4.06482653859670e+001,1.72013274116005e+002
5.52077439280736e+003,-4.06014837842646e+001,1.71991747436458e+002
5.53350109215715e+003,-4.05546682219813e+001,1.71970146885237e+002
5.54625712957889e+003,-4.05078185157226e+001,1.71948472089768e+002
5.55904257270381e+003,-4.04609344809704e+001,1.71926722674754e+002
5.57185748931908e+003,-4.04140159320747e+001,1.71904898262156e+002
5.58470194736808e+003,-4.03670626822453e+001,1.71882998471160e+002
5.59757601495088e+003,-4.03200745435437e+001,1.71861022918157e+002
5.61047976032448e+003,-4.02730513268741e+001,1.71838971216711e+002
5.62341325190327e+003,-4.02259928419753e+001,1.71816842977536e+002
5.63637655825932e+003,-4.01788988974122e+001,1.71794637808468e+002
5.64936974812280e+003,-4.01317693005666e+001,1.71772355314436e+002
5.66239289038231e+003,-4.00846038576290e+001,1.71749995097437e+002
5.67544605408524e+003,-4.00374023735894e+001,1.71727556756504e+002
5.68852930843819e+003,-3.99901646522288e+001,1.71705039887681e+002
5.70164272280725e+003,-3.99428904961096e+001,1.71682444083994e+002
5.71478636671844e+003,-3.98955797065671e+001,1.71659768935421e+002
5.72796030985806e+003,-3.98482320837000e+001,1.71637014028860e+002
5.74116462207304e+003,-3.98008474263613e+001,1.71614178948104e+002
5.75439937337134e+003,-3.97534255321490e+001,1.71591263273809e+002
5.76766463392227e+003,-3.97059661973965e+001,1.71568266583463e+002
5.78096047405695e+003,-3.96584692171634e+001,1.71545188451356e+002
5.79428696426858e+003,-3.96109343852255e+001,1.71522028448545e+002
5.80764417521288e+003,-3.95633614940658e+001,1.71498786142832e+002
5.82103217770848e+003,-3.95157503348639e+001,1.71475461098720e+002
5.83445104273721e+003,-3.94681006974868e+001,1.71452052877389e+002
5.84790084144457e+003,-3.94204123704786e+001,1.71428561036663e+002
5.86138164514005e+003,-3.93726851410507e+001,1.71404985130971e+002
5.87489352529753e+003,-3.93249187950714e+001,1.71381324711321e+002
5.88843655355565e+003,-3.92771131170561e+001,1.71357579325260e+002
5.90201080171820e+003,-3.92292678901565e+001,1.71333748516845e+002
5.91561634175450e+003,-3.91813828961504e+001,1.71309831826604e+002
5.92925324579975e+003,-3.91334579154313e+001,1.71285828791503e+002
5.94292158615548e+003,-3.90854927269976e+001,1.71261738944910e+002
5.95662143528986e+003,-3.90374871084421e+001,1.71237561816562e+002
5.97035286583812e+003,-3.89894408359408e+001,1.71213296932523e+002
5.98411595060295e+003,-3.89413536842424e+001,1.71188943815151e+002
5.99791076255485e+003,-3.88932254266572e+001,1.71164501983062e+002
6.01173737483253e+003,-3.88450558350458e+001,1.71139970951087e+002
6.02559586074333e+003,-3.87968446798080e+001,1.71115350230242e+002
6.03948629376355e+003,-3.87485917298713e+001,1.71090639327680e+002
6.05340874753888e+003,-3.87002967526800e+001,1.71065837746661e+002
6.06736329588480e+003,-3.86519595141827e+001,1.71040944986505e+002
6.08135001278692e+003,-3.86035797788216e+001,1.71015960542557e+002
6.09536897240143e+003,-3.85551573095202e+001,1.70990883906145e+002
6.10942024905546e+003,-3.85066918676714e+001,1.70965714564537e+002
6.12350391724748e+003,-3.84581832131259e+001,1.70940452000903e+002
6.13762005164768e+003,-3.84096311041795e+001,1.70915095694270e+002
6.15176872709842e+003,-3.83610352975615e+001,1.70889645119484e+002
6.16595001861456e+003,-3.83123955484216e+001,1.70864099747159e+002
6.18016400138390e+003,-3.82637116103184e+001,1.70838459043642e+002
6.19441075076755e+003,-3.82149832352057e+001,1.70812722470964e+002
6.20869034230037e+003,-3.81662101734208e+001,1.70786889486796e+002
6.22300285169133e+003,-3.81173921736710e+001,1.70760959544404e+002
6.23734835482393e+003,-3.80685289830208e+001,1.70734932092605e+002
6.25172692775659e+003,-3.80196203468791e+001,1.70708806575718e+002
6.26613864672309e+003,-3.79706660089854e+001,1.70682582433519e+002
6.28058358813291e+003,-3.79216657113970e+001,1.70656259101191e+002
6.29506182857171e+003,-3.78726191944753e+001,1.70629836009281e+002
6.30957344480166e+003,-3.78235261968722e+001,1.70603312583644e+002
6.32411851376192e+003,-3.77743864555163e+001,1.70576688245400e+002
6.33869711256900e+003,-3.77251997055991e+001,1.70549962410881e+002
6.35330931851716e+003,-3.76759656805608e+001,1.70523134491582e+002
6.36795520907888e+003,-3.76266841120765e+001,1.70496203894107e+002
6.38263486190521e+003,-3.75773547300417e+001,1.70469170020120e+002
6.39734835482620e+003,-3.75279772625575e+001,1.70442032266292e+002
6.41209576585134e+003,-3.74785514359167e+001,1.70414790024245e+002
6.42687717316992e+003,-3.74290769745887e+001,1.70387442680504e+002
6.44169265515149e+003,-3.73795536012043e+001,1.70359989616435e+002
6.45654229034627e+003,-3.73299810365414e+001,1.70332430208196e+002
6.47142615748555e+003,-3.72803589995093e+001,1.70304763826676e+002
6.48634433548210e+003,-3.72306872071332e+001,1.70276989837442e+002
6.50129690343062e+003,-3.71809653745395e+001,1.70249107600682e+002
6.51628394060814e+003,-3.71311932149391e+001,1.70221116471142e+002
6.53130552647444e+003,-3.70813704396127e+001,1.70193015798071e+002
6.54636174067246e+003,-3.70314967578937e+001,1.70164804925161e+002
6.56145266302877e+003,-3.69815718771531e+001,1.70136483190485e+002
6.57657837355392e+003,-3.69315955027826e+001,1.70108049926438e+002
6.59173895244292e+003,-3.68815673381781e+001,1.70079504459671e+002
6.60693448007567e+003,-3.68314870847235e+001,1.70050846111033e+002
