Freq.,Vvo
2.57632115700252e+003,-1.57960126838947e+001,8.92892167789407e+001
2.58226019063454e+003,-1.57760154190921e+001,8.92906654033601e+001
2.58821291515303e+003,-1.57560181417612e+001,8.92921102685863e+001
2.59417936211876e+003,-1.57360208519537e+001,8.92935513820669e+001
2.60015956316521e+003,-1.57160235497280e+001,8.92949887509310e+001
2.60615354999884e+003,-1.56960262351417e+001,8.92964223835805e+001
2.61216135439915e+003,-1.56760289082510e+001,8.92978522865082e+001
2.61818300821893e+003,-1.56560315691174e+001,8.92992784696917e+001
2.62421854338438e+003,-1.56360342177868e+001,8.93007009364645e+001
2.63026799189532e+003,-1.56160368543245e+001,8.93021196980610e+001
2.63633138582532e+003,-1.55960394787893e+001,8.93035347616006e+001
2.64240875732189e+003,-1.55760420912239e+001,8.93049461326407e+001
2.64850013860664e+003,-1.55560446916930e+001,8.93063538192531e+001
2.65460556197548e+003,-1.55360472802489e+001,8.93077578307512e+001
2.66072505979875e+003,-1.55160498569509e+001,8.93091581723868e+001
2.66685866452142e+003,-1.54960524218484e+001,8.93105548531552e+001
2.67300640866325e+003,-1.54760549749953e+001,8.93119478783211e+001
2.67916832481897e+003,-1.54560575164484e+001,8.93133372581101e+001
2.68534444565845e+003,-1.54360600462630e+001,8.93147229977904e+001
2.69153480392685e+003,-1.54160625644907e+001,8.93161051057239e+001
2.69773943244486e+003,-1.53960650711851e+001,8.93174835890355e+001
2.70395836410878e+003,-1.53760675663968e+001,8.93188584542400e+001
2.71019163189078e+003,-1.53560700501866e+001,8.93202297103006e+001
2.71643926883902e+003,-1.53360725225966e+001,8.93215973619021e+001
2.72270130807785e+003,-1.53160749836846e+001,8.93229614189181e+001
2.72897778280798e+003,-1.52960774335054e+001,8.93243218863469e+001
2.73526872630665e+003,-1.52760798721043e+001,8.93256787734433e+001
2.74157417192782e+003,-1.52560822995368e+001,8.93270320858209e+001
2.74789415310233e+003,-1.52360847158590e+001,8.93283818315170e+001
2.75422870333810e+003,-1.52160871211166e+001,8.93297280179612e+001
2.76057785622028e+003,-1.51960895153542e+001,8.93310706504827e+001
2.76694164541145e+003,-1.51760918986359e+001,8.93324097383142e+001
2.77332010465178e+003,-1.51560942710031e+001,8.93337452873891e+001
2.77971326775922e+003,-1.51360966325125e+001,8.93350773057347e+001
2.78612116862970e+003,-1.51160989832087e+001,8.93364057992925e+001
2.79254384123727e+003,-1.50961013231446e+001,8.93377307760883e+001
2.79898131963430e+003,-1.50761036523684e+001,8.93390522417752e+001
2.80543363795165e+003,-1.50561059709301e+001,8.93403702049693e+001
2.81190083039887e+003,-1.50361082788777e+001,8.93416846713304e+001
2.81838293126439e+003,-1.50161105762613e+001,8.93429956482928e+001
2.82487997491564e+003,-1.49961128631270e+001,8.93443031429954e+001
2.83139199579931e+003,-1.49761151395315e+001,8.93456071625756e+001
2.83791902844149e+003,-1.49561174055115e+001,8.93469077127142e+001
2.84446110744785e+003,-1.49361196611230e+001,8.93482048017211e+001
2.85101826750384e+003,-1.49161219064103e+001,8.93494984361546e+001
2.85759054337488e+003,-1.48961241414243e+001,8.93507886228663e+001
2.86417796990651e+003,-1.48761263662093e+001,8.93520753678435e+001
2.87078058202462e+003,-1.48561285808160e+001,8.93533586796768e+001
2.87739841473560e+003,-1.48361307852819e+001,8.93546385623421e+001
2.88403150312654e+003,-1.48161329796675e+001,8.93559150258667e+001
2.89067988236540e+003,-1.47961351640085e+001,8.93571880748132e+001
2.89734358770125e+003,-1.47761373383577e+001,8.93584577157646e+001
2.90402265446438e+003,-1.47561395027587e+001,8.93597239573026e+001
2.91071711806653e+003,-1.47361416572551e+001,8.93609868048674e+001
2.91742701400109e+003,-1.47161438018973e+001,8.93622462653306e+001
2.92415237784326e+003,-1.46961459367279e+001,8.93635023449994e+001
2.93089324525025e+003,-1.46761480617909e+001,8.93647550513161e+001
2.93764965196146e+003,-1.46561501771332e+001,8.93660043903097e+001
2.94442163379869e+003,-1.46361522828020e+001,8.93672503685797e+001
2.95120922666631e+003,-1.46161543788353e+001,8.93684929924490e+001
2.95801246655147e+003,-1.45961564652877e+001,8.93697322707620e+001
2.96483138952427e+003,-1.45761585421923e+001,8.93709682064863e+001
2.97166603173795e+003,-1.45561606095992e+001,8.93722008090286e+001
2.97851642942911e+003,-1.45361626675519e+001,8.93734300838835e+001
2.98538261891788e+003,-1.45161647160944e+001,8.93746560373900e+001
2.99226463660811e+003,-1.44961667552684e+001,8.93758786761687e+001
2.99916251898757e+003,-1.44761687851154e+001,8.93770980065663e+001
3.00607630262815e+003,-1.44561708056833e+001,8.93783140349342e+001
3.01300602418604e+003,-1.44361728170152e+001,8.93795267690013e+001
3.01995172040194e+003,-1.44161748191480e+001,8.93807362137492e+001
3.02691342810123e+003,-1.43961768121267e+001,8.93819423752692e+001
3.03389118419419e+003,-1.43761787959960e+001,8.93831452618413e+001
3.04088502567620e+003,-1.43561807707944e+001,8.93843448784671e+001
3.04789498962790e+003,-1.43361827365641e+001,8.93855412309789e+001
3.05492111321543e+003,-1.43161846933506e+001,8.93867343273847e+001
3.06196343369060e+003,-1.42961866411914e+001,8.93879241721687e+001
3.06902198839108e+003,-1.42761885801308e+001,8.93891107728013e+001
3.07609681474063e+003,-1.42561905102074e+001,8.93902941356712e+001
3.08318795024927e+003,-1.42361924314647e+001,8.93914742677069e+001
3.09029543251351e+003,-1.42161943439403e+001,8.93926511723546e+001
3.09741929921650e+003,-1.41961962476758e+001,8.93938248584337e+001
3.10455958812827e+003,-1.41761981427136e+001,8.93949953315460e+001
3.11171633710594e+003,-1.41562000290897e+001,8.93961625970381e+001
3.11888958409385e+003,-1.41362019068500e+001,8.93973266629220e+001
3.12607936712387e+003,-1.41162037760296e+001,8.93984875332275e+001
3.13328572431550e+003,-1.40962056366695e+001,8.93996452157064e+001
3.14050869387613e+003,-1.40762074888093e+001,8.94007997157292e+001
3.14774831410123e+003,-1.40562093324888e+001,8.94019510392046e+001
3.15500462337454e+003,-1.40362111677441e+001,8.94030991923106e+001
3.16227766016829e+003,-1.40162129946184e+001,8.94042441822764e+001
3.16956746304341e+003,-1.39962148131488e+001,8.94053860142376e+001
3.17687407064968e+003,-1.39762166233740e+001,8.94065246943856e+001
3.18419752172604e+003,-1.39562184253293e+001,8.94076602281369e+001
3.19153785510067e+003,-1.39362202190570e+001,8.94087926222149e+001
3.19889510969131e+003,-1.39162220045953e+001,8.94099218828254e+001
3.20626932450538e+003,-1.38962237819799e+001,8.94110480151457e+001
3.21366053864023e+003,-1.38762255512467e+001,8.94121710251391e+001
3.22106879128335e+003,-1.38562273124384e+001,8.94132909200586e+001
3.22849412171255e+003,-1.38362290655861e+001,8.94144077040767e+001
3.23593656929619e+003,-1.38162308107304e+001,8.94155213842004e+001
3.24339617349340e+003,-1.37962325479118e+001,8.94166319669224e+001
3.25087297385425e+003,-1.37762342771648e+001,8.94177394572098e+001
3.25836701002000e+003,-1.37562359985213e+001,8.94188438610601e+001
3.26587832172327e+003,-1.37362377120205e+001,8.94199451834624e+001
3.27340694878829e+003,-1.37162394177023e+001,8.94210434324536e+001
3.28095293113110e+003,-1.36962411155987e+001,8.94221386112655e+001
3.28851630875974e+003,-1.36762428057458e+001,8.94232307269347e+001
3.29609712177449e+003,-1.36562444881838e+001,8.94243197859908e+001
3.30369541036806e+003,-1.36362461629419e+001,8.94254057927098e+001
3.31131121482582e+003,-1.36162478300625e+001,8.94264887543866e+001
3.31894457552601e+003,-1.35962494895765e+001,8.94275686755670e+001
3.32659553293995e+003,-1.35762511415199e+001,8.94286455628045e+001
3.33426412763226e+003,-1.35562527859268e+001,8.94297194204189e+001
3.34195040026105e+003,-1.35362544228359e+001,8.94307902564636e+001
3.34965439157818e+003,-1.35162560522793e+001,8.94318580747787e+001
3.35737614242945e+003,-1.34962576742871e+001,8.94329228809538e+001
3.36511569375481e+003,-1.34762592888996e+001,8.94339846810780e+001
3.37287308658860e+003,-1.34562608961493e+001,8.94350434807538e+001
3.38064836205972e+003,-1.34362624960746e+001,8.94360992863253e+001
3.38844156139193e+003,-1.34162640886998e+001,8.94371521019411e+001
3.39625272590399e+003,-1.33962656740655e+001,8.94382019344497e+001
3.40408189700991e+003,-1.33762672522060e+001,8.94392487892379e+001
3.41192911621919e+003,-1.33562688231506e+001,8.94402926707325e+001
3.41979442513699e+003,-1.33362703869355e+001,8.94413335857978e+001
3.42767786546441e+003,-1.33162719435938e+001,8.94423715393630e+001
3.43557947899865e+003,-1.32962734931571e+001,8.94434065370939e+001
3.44349930763329e+003,-1.32762750356582e+001,8.94444385837016e+001
3.45143739335846e+003,-1.32562765711305e+001,8.94454676858309e+001
3.45939377826112e+003,-1.32362780996101e+001,8.94464938489281e+001
3.46736850452522e+003,-1.32162796211207e+001,8.94475170767786e+001
3.47536161443196e+003,-1.31962811357045e+001,8.94485373772381e+001
3.48337315036002e+003,-1.31762826433850e+001,8.94495547533989e+001
3.49140315478576e+003,-1.31562841442002e+001,8.94505692126488e+001
3.49945167028347e+003,-1.31362856381801e+001,8.94515807583467e+001
3.50751873952558e+003,-1.31162871253542e+001,8.94525893974181e+001
3.51560440528288e+003,-1.30962886057568e+001,8.94535951348998e+001
3.52370871042477e+003,-1.30762900794187e+001,8.94545979753713e+001
3.53183169791947e+003,-1.30562915463709e+001,8.94555979253026e+001
3.53997341083424e+003,-1.30362930066421e+001,8.94565949883578e+001
3.54813389233565e+003,-1.30162944602710e+001,8.94575891726557e+001
3.55631318568975e+003,-1.29962959072789e+001,8.94585804800175e+001
3.56451133426234e+003,-1.29762973477000e+001,8.94595689174121e+001
3.57272838151918e+003,-1.29562987815647e+001,8.94605544908763e+001
3.58096437102626e+003,-1.29363002089083e+001,8.94615372041380e+001
3.58921934644995e+003,-1.29163016297532e+001,8.94625170625638e+001
3.59749335155732e+003,-1.28963030441376e+001,8.94634940731376e+001
3.60578643021632e+003,-1.28763044520815e+001,8.94644682389371e+001
3.61409862639603e+003,-1.28563058536224e+001,8.94654395648997e+001
3.62242998416688e+003,-1.28363072487872e+001,8.94664080582605e+001
3.63078054770091e+003,-1.28163086376062e+001,8.94673737225987e+001
3.63915036127196e+003,-1.27963100201121e+001,8.94683365635648e+001
3.64753946925597e+003,-1.27763113963306e+001,8.94692965868152e+001
3.65594791613114e+003,-1.27563127662899e+001,8.94702537962008e+001
3.66437574647822e+003,-1.27363141300191e+001,8.94712081976272e+001
3.67282300498074e+003,-1.27163154875491e+001,8.94721597954257e+001
3.68128973642520e+003,-1.26963168389080e+001,8.94731085957435e+001
3.68977598570139e+003,-1.26763181841253e+001,8.94740546024861e+001
3.69828179780255e+003,-1.26563195232281e+001,8.94749978211465e+001
3.70680721782565e+003,-1.26363208562453e+001,8.94759382565548e+001
3.71535229097161e+003,-1.26163221832039e+001,8.94768759142220e+001
3.72391706254557e+003,-1.25963235041371e+001,8.94778107989986e+001
3.73250157795709e+003,-1.25763248190668e+001,8.94787429155266e+001
3.74110588272042e+003,-1.25563261280229e+001,8.94796722680193e+001
3.74973002245472e+003,-1.25363274310365e+001,8.94805988637979e+001
3.75837404288433e+003,-1.25163287281299e+001,8.94815227048894e+001
3.76703798983897e+003,-1.24963300193309e+001,8.94824437975326e+001
3.77572190925404e+003,-1.24763313046716e+001,8.94833621470886e+001
3.78442584717082e+003,-1.24563325841761e+001,8.94842777576147e+001
3.79314984973670e+003,-1.24363338578737e+001,8.94851906344961e+001
3.80189396320550e+003,-1.24163351257901e+001,8.94861007820374e+001
3.81065823393761e+003,-1.23963363879498e+001,8.94870082060800e+001
3.81944270840035e+003,-1.23763376443809e+001,8.94879129094352e+001
3.82824743316811e+003,-1.23563388951114e+001,8.94888148988355e+001
3.83707245492267e+003,-1.23363401401652e+001,8.94897141779892e+001
3.84591782045342e+003,-1.23163413795747e+001,8.94906107525629e+001
3.85478357665760e+003,-1.22963426133605e+001,8.94915046267255e+001
3.86366977054057e+003,-1.22763438415498e+001,8.94923958053062e+001
3.87257644921605e+003,-1.22563450641703e+001,8.94932842925048e+001
3.88150365990636e+003,-1.22363462812471e+001,8.94941700944579e+001
3.89045144994268e+003,-1.22163474928053e+001,8.94950532143238e+001
3.89941986676531e+003,-1.21963486988712e+001,8.94959336574103e+001
3.90840895792390e+003,-1.21763498994672e+001,8.94968114283975e+001
3.91741877107771e+003,-1.21563510946263e+001,8.94976865315554e+001
3.92644935399587e+003,-1.21363522843672e+001,8.94985589722254e+001
3.93550075455765e+003,-1.21163534687167e+001,8.94994287549145e+001
3.94457302075266e+003,-1.20963546477014e+001,8.95002958835146e+001
3.95366620068115e+003,-1.20763558213433e+001,8.95011603629848e+001
3.96278034255427e+003,-1.20563569896723e+001,8.95020221985026e+001
3.97191549469428e+003,-1.20363581527096e+001,8.95028813937960e+001
3.98107170553485e+003,-1.20163593104799e+001,8.95037379542774e+001
3.99024902362129e+003,-1.19963604630073e+001,8.95045918832911e+001
3.99944749761085e+003,-1.19763616103208e+001,8.95054431868961e+001
4.00866717627290e+003,-1.19563627524381e+001,8.95062918680555e+001
4.01790810848927e+003,-1.19363638893856e+001,8.95071379322318e+001
4.02717034325446e+003,-1.19163650211910e+001,8.95079813834545e+001
4.03645392967592e+003,-1.18963661478744e+001,8.95088222263869e+001
4.04575891697430e+003,-1.18763672694600e+001,8.95096604657050e+001
4.05508535448371e+003,-1.18563683859744e+001,8.95104961052808e+001
4.06443329165200e+003,-1.18363694974372e+001,8.95113291500244e+001
4.07380277804099e+003,-1.18163706038761e+001,8.95121596046527e+001
4.08319386332679e+003,-1.17963717053129e+001,8.95129874728818e+001
4.09260659729998e+003,-1.17763728017692e+001,8.95138127588532e+001
4.10204102986593e+003,-1.17563738932695e+001,8.95146354675325e+001
4.11149721104509e+003,-1.17363749798377e+001,8.95154556036934e+001
4.12097519097317e+003,-1.17163760614987e+001,8.95162731713182e+001
4.13047501990148e+003,-1.16963771382693e+001,8.95170881738068e+001
4.13999674819717e+003,-1.16763782101801e+001,8.95179006171808e+001
4.14954042634349e+003,-1.16563792772447e+001,8.95187105034742e+001
4.15910610494009e+003,-1.16363803394937e+001,8.95195178393324e+001
4.16869383470322e+003,-1.16163813969474e+001,8.95203226284180e+001
4.17830366646608e+003,-1.15963824496270e+001,8.95211248736225e+001
4.18793565117905e+003,-1.15763834975557e+001,8.95219245812249e+001
4.19758983990994e+003,-1.15563845407539e+001,8.95227217537559e+001
4.20726628384430e+003,-1.15363855792456e+001,8.95235163961380e+001
4.21696503428568e+003,-1.15163866130533e+001,8.95243085119296e+001
4.22668614265589e+003,-1.14963876421967e+001,8.95250981064735e+001
4.23642966049527e+003,-1.14763886667009e+001,8.95258851837506e+001
4.24619563946299e+003,-1.14563896865845e+001,8.95266697479554e+001
4.25598413133729e+003,-1.14363907018717e+001,8.95274518023259e+001
4.26579518801578e+003,-1.14163917125800e+001,8.95282313514834e+001
4.27562886151572e+003,-1.13963927187373e+001,8.95290084000608e+001
4.28548520397425e+003,-1.13763937203571e+001,8.95297829507731e+001
4.29536426764873e+003,-1.13563947174680e+001,8.95305550100243e+001
4.30526610491696e+003,-1.13363957100851e+001,8.95313245796020e+001
4.31519076827751e+003,-1.13163966982331e+001,8.95320916649748e+001
4.32513831034994e+003,-1.12963976819328e+001,8.95328562698942e+001
4.33510878387514e+003,-1.12763986612049e+001,8.95336183987041e+001
4.34510224171557e+003,-1.12563996360669e+001,8.95343780544300e+001
4.35511873685554e+003,-1.12364006065453e+001,8.95351352422137e+001
4.36515832240151e+003,-1.12164015726550e+001,8.95358899651197e+001
4.37522105158237e+003,-1.11964025344202e+001,8.95366422277510e+001
4.38530697774971e+003,-1.11764034918579e+001,8.95373920339684e+001
4.39541615437809e+003,-1.11564044449948e+001,8.95381393880275e+001
4.40554863506538e+003,-1.11364053938431e+001,8.95388842932608e+001
4.41570447353297e+003,-1.11164063384281e+001,8.95396267539605e+001
4.42588372362611e+003,-1.10964072787694e+001,8.95403667742474e+001
4.43608643931417e+003,-1.10764082148838e+001,8.95411043580717e+001
4.44631267469093e+003,-1.10564091467943e+001,8.95418395086571e+001
4.45656248397488e+003,-1.10364100745206e+001,8.95425722311088e+001
4.46683592150948e+003,-1.10164109980802e+001,8.95433025277604e+001
4.47713304176347e+003,-1.09964119174983e+001,8.95440304037502e+001
4.48745389933117e+003,-1.09764128327828e+001,8.95447558620114e+001
4.49779854893272e+003,-1.09564137439643e+001,8.95454789073432e+001
4.50816704541445e+003,-1.09364146510578e+001,8.95461995430867e+001
4.51855944374907e+003,-1.09164155540839e+001,8.95469177729725e+001
4.52897579903605e+003,-1.08964164530602e+001,8.95476336011165e+001
4.53941616650187e+003,-1.08764173480046e+001,8.95483470309215e+001
4.54988060150033e+003,-1.08564182389387e+001,8.95490580663583e+001
4.56036915951280e+003,-1.08364191258799e+001,8.95497667110527e+001
4.57088189614859e+003,-1.08164200088496e+001,8.95504729686506e+001
4.58141886714517e+003,-1.07964208878631e+001,8.95511768433606e+001
4.59198012836852e+003,-1.07764217629398e+001,8.95518783388655e+001
4.60256573581340e+003,-1.07564226341011e+001,8.95525774586884e+001
4.61317574560363e+003,-1.07364235013609e+001,8.95532742060153e+001
4.62381021399244e+003,-1.07164243647415e+001,8.95539685856670e+001
4.63446919736272e+003,-1.06964252242597e+001,8.95546606005100e+001
4.64515275222733e+003,-1.06764260799324e+001,8.95553502550413e+001
4.65586093522942e+003,-1.06564269317805e+001,8.95560375516376e+001
4.66659380314272e+003,-1.06364277798188e+001,8.95567224939487e+001
4.67735141287181e+003,-1.06164286240714e+001,8.95574050875903e+001
4.68813382145248e+003,-1.05964294645474e+001,8.95580853341214e+001
4.69894108605199e+003,-1.05764303012712e+001,8.95587632381328e+001
4.70977326396936e+003,-1.05564311342579e+001,8.95594388029979e+001
4.72063041263574e+003,-1.05364319635247e+001,8.95601120315862e+001
4.73151258961463e+003,-1.05164327890923e+001,8.95607829292430e+001
4.74241985260228e+003,-1.04964336109754e+001,8.95614514973050e+001
4.75335225942788e+003,-1.04764344291914e+001,8.95621177416764e+001
4.76430986805398e+003,-1.04564352437562e+001,8.95627816637447e+001
4.77529273657674e+003,-1.04364360546919e+001,8.95634432678839e+001
4.78630092322621e+003,-1.04164368620145e+001,8.95641025584814e+001
4.79733448636672e+003,-1.03964376657367e+001,8.95647595371784e+001
4.80839348449711e+003,-1.03764384658802e+001,8.95654142087513e+001
4.81947797625110e+003,-1.03564392624615e+001,8.95660665767848e+001
4.83058802039755e+003,-1.03364400554929e+001,8.95667166436849e+001
4.84172367584082e+003,-1.03164408449990e+001,8.95673644147939e+001
4.85288500162103e+003,-1.02964416309873e+001,8.95680098911963e+001
4.86407205691444e+003,-1.02764424134847e+001,8.95686530775915e+001
4.87528490103368e+003,-1.02564431924983e+001,8.95692939776718e+001
4.88652359342816e+003,-1.02364439680500e+001,8.95699325939629e+001
4.89778819368428e+003,-1.02164447401544e+001,8.95705689300346e+001
4.90907876152585e+003,-1.01964455088287e+001,8.95712029904882e+001
4.92039535681433e+003,-1.01764462740917e+001,8.95718347770774e+001
4.93173803954917e+003,-1.01564470359515e+001,8.95724642932711e+001
4.94310686986817e+003,-1.01364477944336e+001,8.95730915435635e+001
4.95450190804772e+003,-1.01164485495496e+001,8.95737165299558e+001
4.96592321450317e+003,-1.00964493013140e+001,8.95743392569838e+001
4.97737084978917e+003,-1.00764500497472e+001,8.95749597275319e+001
4.98884487459993e+003,-1.00564507948601e+001,8.95755779441798e+001
5.00034534976960e+003,-1.00364515366737e+001,8.95761939115222e+001
5.01187233627253e+003,-1.00164522751975e+001,8.95768076313586e+001
5.02342589522368e+003,-9.99645301045707e+000,8.95774191078303e+001
5.03500608787886e+003,-9.97645374245572e+000,8.95780283441090e+001
5.04661297563509e+003,-9.95645447121531e+000,8.95786353433894e+001
5.05824662003095e+003,-9.93645519675450e+000,8.95792401083992e+001
5.06990708274685e+003,-9.91645591908364e+000,8.95798426432006e+001
5.08159442560541e+003,-9.89645663821892e+000,8.95804429504055e+001
5.09330871057176e+003,-9.87645735417620e+000,8.95810410334674e+001
5.10504999975387e+003,-9.85645806697059e+000,8.95816368950509e+001
5.11681835540288e+003,-9.83645877661569e+000,8.95822305389810e+001
5.12861383991345e+003,-9.81645948312976e+000,8.95828219678098e+001
5.14043651582406e+003,-9.79646018652416e+000,8.95834111847634e+001
5.15228644581737e+003,-9.77646088682253e+000,8.95839981940541e+001
5.16416369272051e+003,-9.75646158402488e+000,8.95845829970257e+001
5.17606831950548e+003,-9.73646227815673e+000,8.95851655979390e+001
5.18800038928941e+003,-9.71646296922829e+000,8.95857459994744e+001
5.19995996533496e+003,-9.69646365726146e+000,8.95863242057723e+001
5.21194711105060e+003,-9.67646434226189e+000,8.95869002176551e+001
5.22396188999100e+003,-9.65646502424629e+000,8.95874740397913e+001
5.23600436585730e+003,-9.63646570323033e+000,8.95880456751215e+001
5.24807460249752e+003,-9.61646637923276e+000,8.95886151267697e+001
5.26017266390686e+003,-9.59646705226102e+000,8.95891823974129e+001
5.27229861422802e+003,-9.57646772233287e+000,8.95897474900698e+001
5.28445251775160e+003,-9.55646838946443e+000,8.95903104079411e+001
5.29663443891637e+003,-9.53646905365994e+000,8.95908711526893e+001
5.30884444230968e+003,-9.51646971494589e+000,8.95914297297545e+001
5.32108259266774e+003,-9.49647037332976e+000,8.95919861399153e+001
5.33334895487600e+003,-9.47647102882617e+000,8.95925403870990e+001
5.34564359396951e+003,-9.45647168144979e+000,8.95930924744756e+001
5.35796657513321e+003,-9.43647233121387e+000,8.95936424041581e+001
5.37031796370232e+003,-9.41647297813608e+000,8.95941901798335e+001
5.38269782516267e+003,-9.39647362222455e+000,8.95947358036714e+001
5.39510622515107e+003,-9.37647426349690e+000,8.95952792800208e+001
5.40754322945560e+003,-9.35647490196408e+000,8.95958206101840e+001
5.42000890401603e+003,-9.33647553763653e+000,8.95963597970305e+001
5.43250331492412e+003,-9.31647617053547e+000,8.95968968443703e+001
5.44502652842400e+003,-9.29647680066825e+000,8.95974317540561e+001
5.45757861091249e+003,-9.27647742805398e+000,8.95979645305538e+001
5.47015962893950e+003,-9.25647805269841e+000,8.95984951750134e+001
5.48276964920832e+003,-9.23647867462292e+000,8.95990236910418e+001
5.49540873857603e+003,-9.21647929383497e+000,8.95995500812121e+001
5.50807696405382e+003,-9.19647991034829e+000,8.96000743482767e+001
5.52077439280736e+003,-9.17648052417697e+000,8.96005964950157e+001
5.53350109215715e+003,-9.15648113533447e+000,8.96011165243859e+001
5.54625712957889e+003,-9.13648174383474e+000,8.96016344395195e+001
5.55904257270381e+003,-9.11648234968890e+000,8.96021502420841e+001
5.57185748931908e+003,-9.09648295291083e+000,8.96026639358641e+001
5.58470194736808e+003,-9.07648355351255e+000,8.96031755225878e+001
5.59757601495088e+003,-9.05648415150579e+000,8.96036850060902e+001
5.61047976032448e+003,-9.03648474690360e+000,8.96041923881591e+001
5.62341325190327e+003,-9.01648533972299e+000,8.96046976717959e+001
5.63637655825932e+003,-8.99648592996973e+000,8.96052008597341e+001
5.64936974812280e+003,-8.97648651766176e+000,8.96057019551741e+001
5.66239289038231e+003,-8.95648710280644e+000,8.96062009591482e+001
5.67544605408524e+003,-8.93648768542264e+000,8.96066978762309e+001
5.68852930843819e+003,-8.91648826551525e+000,8.96071927079537e+001
5.70164272280725e+003,-8.89648884310493e+000,8.96076854569018e+001
5.71478636671844e+003,-8.87648941819451e+000,8.96081761261251e+001
5.72796030985806e+003,-8.85648999080593e+000,8.96086647179753e+001
5.74116462207304e+003,-8.83649056094215e+000,8.96091512352687e+001
5.75439937337134e+003,-8.81649112862249e+000,8.96096356804165e+001
5.76766463392227e+003,-8.79649169385440e+000,8.96101180560048e+001
5.78096047405695e+003,-8.77649225665552e+000,8.96105983643622e+001
5.79428696426858e+003,-8.75649281703157e+000,8.96110766089920e+001
5.80764417521288e+003,-8.73649337499540e+000,8.96115527909958e+001
5.82103217770848e+003,-8.71649393056119e+000,8.96120269135082e+001
5.83445104273721e+003,-8.69649448373870e+000,8.96124989792626e+001
5.84790084144457e+003,-8.67649503454403e+000,8.96129689911617e+001
5.86138164514005e+003,-8.65649558298263e+000,8.96134369507234e+001
5.87489352529753e+003,-8.63649612906689e+000,8.96139028607719e+001
5.88843655355565e+003,-8.61649667281458e+000,8.96143667238771e+001
5.90201080171820e+003,-8.59649721423202e+000,8.96148285430598e+001
5.91561634175450e+003,-8.57649775333293e+000,8.96152883196869e+001
5.92925324579975e+003,-8.55649829012618e+000,8.96157460567015e+001
5.94292158615548e+003,-8.53649882462428e+000,8.96162017569330e+001
5.95662143528986e+003,-8.51649935684115e+000,8.96166554222659e+001
5.97035286583812e+003,-8.49649988678411e+000,8.96171070551746e+001
5.98411595060295e+003,-8.47650041446570e+000,8.96175566577494e+001
5.99791076255485e+003,-8.45650093989894e+000,8.96180042333557e+001
6.01173737483253e+003,-8.43650146309279e+000,8.96184497831794e+001
6.02559586074333e+003,-8.41650198405910e+000,8.96188933105080e+001
6.03948629376355e+003,-8.39650250280774e+000,8.96193348172823e+001
6.05340874753888e+003,-8.37650301935221e+000,8.96197743058883e+001
6.06736329588480e+003,-8.35650353370124e+000,8.96202117788797e+001
6.08135001278692e+003,-8.33650404586965e+000,8.96206472381595e+001
6.09536897240143e+003,-8.31650455586186e+000,8.96210806860740e+001
6.10942024905546e+003,-8.29650506369511e+000,8.96215121255426e+001
6.12350391724748e+003,-8.27650556937382e+000,8.96219415581601e+001
6.13762005164768e+003,-8.25650607291557e+000,8.96223689865034e+001
6.15176872709842e+003,-8.23650657432537e+000,8.96227944129100e+001
6.16595001861456e+003,-8.21650707361835e+000,8.96232178393468e+001
6.18016400138390e+003,-8.19650757079755e+000,8.96236392682175e+001
6.19441075076755e+003,-8.17650806588502e+000,8.96240587018231e+001
6.20869034230037e+003,-8.15650855888157e+000,8.96244761422308e+001
6.22300285169133e+003,-8.13650904980160e+000,8.96248915915419e+001
6.23734835482393e+003,-8.11650953865290e+000,8.96253050521569e+001
6.25172692775659e+003,-8.09651002545330e+000,8.96257165267724e+001
6.26613864672309e+003,-8.07651051020345e+000,8.96261260165294e+001
6.28058358813291e+003,-8.05651099291904e+000,8.96265335241921e+001
6.29506182857171e+003,-8.03651147360899e+000,8.96269390521588e+001
6.30957344480166e+003,-8.01651195228316e+000,8.96273426022035e+001
6.32411851376192e+003,-7.99651242895664e+000,8.96277441765295e+001
6.33869711256900e+003,-7.97651290362990e+000,8.96281437771129e+001
6.35330931851716e+003,-7.95651337631852e+000,8.96285414062251e+001
6.36795520907888e+003,-7.93651384703676e+000,8.96289370665597e+001
6.38263486190521e+003,-7.91651431578692e+000,8.96293307592842e+001
6.39734835482620e+003,-7.89651478258215e+000,8.96297224863842e+001
6.41209576585134e+003,-7.87651524743235e+000,8.96301122506554e+001
6.42687717316992e+003,-7.85651571034712e+000,8.96305000538909e+001
6.44169265515149e+003,-7.83651617133694e+000,8.96308858985637e+001
6.45654229034627e+003,-7.81651663041158e+000,8.96312697860238e+001
6.47142615748555e+003,-7.79651708757885e+000,8.96316517184300e+001
6.48634433548210e+003,-7.77651754285337e+000,8.96320316983571e+001
6.50129690343062e+003,-7.75651799623880e+000,8.96324097271379e+001
6.51628394060814e+003,-7.73651844774668e+000,8.96327858067810e+001
6.53130552647444e+003,-7.71651889738749e+000,8.96331599403438e+001
6.54636174067246e+003,-7.69651934517279e+000,8.96335321285079e+001
6.56145266302877e+003,-7.67651979110824e+000,8.96339023740202e+001
6.57657837355392e+003,-7.65652023520518e+000,8.96342706783978e+001
6.59173895244292e+003,-7.63652067747177e+000,8.96346370436997e+001
6.60693448007567e+003,-7.61652111792011e+000,8.96350014720200e+001
6.62216503701733e+003,-7.59652155655523e+000,8.96353639656123e+001
